2026-05-30 16:10:05,HYPEUSDT,LONG,66.2,16,64.8,67.1,【LONG顺势追多】RSI=59.7 ADX1h=32.5 vol=1.1x,多,多,59.7,32.1,29.1,66,1.1,66
2026-05-30 22:15:08,HYPEUSDT,LONG,67.6,16,66.2,68.6,【LONG顺势追多】RSI=46.8 ADX1h=35.6 vol=1.1x,多,多,46.8,36.7,30.9,68,1.1,68
2026-05-31 01:05:07,HYPEUSDT,LONG,66.8,16,65.4,67.8,【LONG顺势追多】RSI=42.9 ADX1h=35.2 vol=1.1x RSI闭K=42.9,多,多,43.0,34.4,31.8,67,1.1,67
2026-05-31 02:30:07,HYPEUSDT,LONG,68.1,16,66.7,69.1,【LONG顺势追多】RSI=67.2 ADX1h=34.7 vol=1.4x RSI闭K=67.2,多,多,67.2,34.5,31.8,67,1.4,68
2026-05-31 08:35:04,HYPEUSDT,LONG,68.7,16,67.4,69.8,【LONG顺势追多】RSI=70.0 ADX1h=32.9 vol=4.1x RSI闭K=70.0,多,多,67.8,33.7,33.7,68,4.1,69
2026-05-31 12:45:03,HYPEUSDT,LONG,69.5,16,68.1,70.6,【LONG顺势追多】RSI=67.2 ADX1h=33.3 vol=2.8x RSI闭K=67.2,多,多,68.7,33.4,34.9,69,2.8,70
